Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
h2database,org.h2.test.synth,BnfRandom,visitRuleOptional,Magic Number,The method contains a magic number: 4,179
h2database,org.h2.test.synth,BnfRandom,visitOr,Magic Number,The method contains a magic number: 10,190
h2database,org.h2.test.synth,BnfRandom,visitOr,Magic Number,The method contains a magic number: 1000,190
h2database,org.h2.test.synth,OutputCatcher,readLine,Empty catch clause,The method has an empty catch block.,25
h2database,org.h2.test.synth,TestBtreeIndex,test,Magic Number,The method contains a magic number: 4,36
h2database,org.h2.test.synth,TestBtreeIndex,testAddDelete,Magic Number,The method contains a magic number: 1000,46
h2database,org.h2.test.synth,TestBtreeIndex,testOne,Complex Method,Cyclomatic complexity of the method is 15,79
h2database,org.h2.test.synth,TestBtreeIndex,testOne,Long Method,The method has 104 lines of code.,79
h2database,org.h2.test.synth,TestBtreeIndex,testOne,Magic Number,The method contains a magic number: 8000,79
h2database,org.h2.test.synth,TestBtreeIndex,testOne,Magic Number,The method contains a magic number: 8000,79
h2database,org.h2.test.synth,TestBtreeIndex,testOne,Magic Number,The method contains a magic number: 16000,79
h2database,org.h2.test.synth,TestBtreeIndex,testOne,Magic Number,The method contains a magic number: 100,79
h2database,org.h2.test.synth,TestBtreeIndex,testOne,Magic Number,The method contains a magic number: 10,79
h2database,org.h2.test.synth,TestBtreeIndex,testOne,Magic Number,The method contains a magic number: 10,79
h2database,org.h2.test.synth,TestBtreeIndex,testOne,Magic Number,The method contains a magic number: 10,79
h2database,org.h2.test.synth,TestBtreeIndex,testOne,Magic Number,The method contains a magic number: 1000,79
h2database,org.h2.test.synth,TestBtreeIndex,testOne,Magic Number,The method contains a magic number: 10,79
h2database,org.h2.test.synth,TestBtreeIndex,testOne,Magic Number,The method contains a magic number: 4,79
h2database,org.h2.test.synth,TestConcurrentUpdate,main,Magic Number,The method contains a magic number: 10,29
h2database,org.h2.test.synth,TestConcurrentUpdate,testConcurrent,Complex Method,Cyclomatic complexity of the method is 10,52
h2database,org.h2.test.synth,TestConcurrentUpdate,testConcurrent,Magic Number,The method contains a magic number: 4,52
h2database,org.h2.test.synth,TestConcurrentUpdate,testConcurrent,Magic Number,The method contains a magic number: 2,52
h2database,org.h2.test.synth,TestConcurrentUpdate,testConcurrent,Magic Number,The method contains a magic number: 2,52
h2database,org.h2.test.synth,TestConcurrentUpdate,testConcurrent,Magic Number,The method contains a magic number: 2,52
h2database,org.h2.test.synth,TestConcurrentUpdate,testConcurrent,Magic Number,The method contains a magic number: 3,52
h2database,org.h2.test.synth,TestConcurrentUpdate,testConcurrent,Magic Number,The method contains a magic number: 2,52
h2database,org.h2.test.synth,TestConcurrentUpdate,testConcurrent,Magic Number,The method contains a magic number: 2000,52
h2database,org.h2.test.synth,TestConcurrentUpdate,call,Magic Number,The method contains a magic number: 4,63
h2database,org.h2.test.synth,TestConcurrentUpdate,call,Magic Number,The method contains a magic number: 2,63
h2database,org.h2.test.synth,TestConcurrentUpdate,call,Magic Number,The method contains a magic number: 2,63
h2database,org.h2.test.synth,TestConcurrentUpdate,call,Magic Number,The method contains a magic number: 2,63
h2database,org.h2.test.synth,TestConcurrentUpdate,call,Magic Number,The method contains a magic number: 3,63
h2database,org.h2.test.synth,TestConcurrentUpdate,call,Magic Number,The method contains a magic number: 2,63
h2database,org.h2.test.synth,TestConcurrentUpdate,testConcurrentShutdown,Magic Number,The method contains a magic number: 2,123
h2database,org.h2.test.synth,TestCrashAPI,run,Magic Number,The method contains a magic number: 1000,87
h2database,org.h2.test.synth,TestCrashAPI,run,Magic Number,The method contains a magic number: 10,87
h2database,org.h2.test.synth,TestCrashAPI,recoverAll,Magic Number,The method contains a magic number: 6,113
h2database,org.h2.test.synth,TestCrashAPI,test,Magic Number,The method contains a magic number: 2,152
h2database,org.h2.test.synth,TestCrashAPI,test,Magic Number,The method contains a magic number: 6,152
h2database,org.h2.test.synth,TestCrashAPI,deleteDb,Empty catch clause,The method has an empty catch block.,186
h2database,org.h2.test.synth,TestCrashAPI,getConnection,Magic Number,The method contains a magic number: 50,194
h2database,org.h2.test.synth,TestCrashAPI,getConnection,Magic Number,The method contains a magic number: 10000,194
h2database,org.h2.test.synth,TestCrashAPI,testCase,Complex Method,Cyclomatic complexity of the method is 10,288
h2database,org.h2.test.synth,TestCrashAPI,testCase,Magic Number,The method contains a magic number: 2000,288
h2database,org.h2.test.synth,TestCrashAPI,testCase,Magic Number,The method contains a magic number: 2000,288
h2database,org.h2.test.synth,TestCrashAPI,testCase,Magic Number,The method contains a magic number: 50,288
h2database,org.h2.test.synth,TestCrashAPI,testCase,Magic Number,The method contains a magic number: 101010,288
h2database,org.h2.test.synth,TestCrashAPI,testCase,Magic Number,The method contains a magic number: 101010,288
h2database,org.h2.test.synth,TestCrashAPI,printError,Long Statement,The length of the statement "TestBase.logError("new TestCrashAPI().init(test).testCase(" + seed + "); // Bug "+ s.hashCode()+ " id="+ id+ " callCount="+ callCount+ " openCount="+ openCount+ " "+ t.getMessage()`t);" is 184.,369
h2database,org.h2.test.synth,TestCrashAPI,callRandom,Long Parameter List,The method has 5 parameters. ,380
h2database,org.h2.test.synth,TestCrashAPI,callRandom,Long Statement,The length of the statement "boolean isDefault=(m.getModifiers() & (Modifier.ABSTRACT | Modifier.PUBLIC | Modifier.STATIC)) == Modifier.PUBLIC && m.getDeclaringClass().isInterface();" is 153.,380
h2database,org.h2.test.synth,TestCrashAPI,printIfBad,Complex Method,Cyclomatic complexity of the method is 11,415
h2database,org.h2.test.synth,TestCrashAPI,printIfBad,Long Parameter List,The method has 5 parameters. ,415
h2database,org.h2.test.synth,TestCrashAPI,getRandomParam,Complex Method,Cyclomatic complexity of the method is 29,446
h2database,org.h2.test.synth,TestCrashAPI,getRandomParam,Magic Number,The method contains a magic number: 10,446
h2database,org.h2.test.synth,TestCrashAPI,getRandomParam,Magic Number,The method contains a magic number: 10,446
h2database,org.h2.test.synth,TestDiskFull,test,Magic Number,The method contains a magic number: 10,34
h2database,org.h2.test.synth,TestDiskFull,test,Complex Conditional,The conditional expression e2.getErrorCode() != ErrorCode.IO_EXCEPTION_1 && e2.getErrorCode() != ErrorCode.IO_EXCEPTION_2 && e2.getErrorCode() != ErrorCode.DATABASE_IS_CLOSED && e2.getErrorCode() != ErrorCode.OBJECT_CLOSED is complex.,49
h2database,org.h2.test.synth,TestDiskFull,test,Complex Method,Cyclomatic complexity of the method is 8,49
h2database,org.h2.test.synth,TestDiskFull,test,Empty catch clause,The method has an empty catch block.,49
h2database,org.h2.test.synth,TestDiskFull,test,Empty catch clause,The method has an empty catch block.,49
h2database,org.h2.test.synth,TestDiskFull,test,Long Statement,The length of the statement "String url="jdbc:h2:unstable:memFS:diskFull" + x + ";FILE_LOCK=NO;TRACE_LEVEL_FILE=0;WRITE_DELAY=10;"+ "LOCK_TIMEOUT=100;CACHE_SIZE=4096;MAX_COMPACT_TIME=10";" is 158.,49
h2database,org.h2.test.synth,TestDiskFull,test,Long Statement,The length of the statement "if (e2.getErrorCode() != ErrorCode.IO_EXCEPTION_1 && e2.getErrorCode() != ErrorCode.IO_EXCEPTION_2 && e2.getErrorCode() != ErrorCode.DATABASE_IS_CLOSED && e2.getErrorCode() != ErrorCode.OBJECT_CLOSED) {" is 202.,49
h2database,org.h2.test.synth,TestDiskFull,test,Magic Number,The method contains a magic number: 5,49
h2database,org.h2.test.synth,TestFuzzOptimizations,testIn,Long Statement,The length of the statement "Prepared p=db.prepare("select * from test0 where b in(" + "select a from test1 where a <? and a not in(" + "select c from test1 where b <=10 and a in("+ "select a from test1 where b =1 or b =2 and b not in(2))) or c <>a) "+ "and c in(0` 10) and c in(10` 0` 0) order by 1` 2` 3");" is 279.,76
h2database,org.h2.test.synth,TestFuzzOptimizations,testIn,Long Statement,The length of the statement "executeAndCompare("a >=0 and b in(?` 2) and a in(1` ?` null)"`Arrays.asList("10"`"2")`"testIn() seed=-6191135606105920350L");" is 125.,76
h2database,org.h2.test.synth,TestFuzzOptimizations,testIn,Magic Number,The method contains a magic number: 100,76
h2database,org.h2.test.synth,TestFuzzOptimizations,testIn,Magic Number,The method contains a magic number: 1000,76
h2database,org.h2.test.synth,TestFuzzOptimizations,testIn,Magic Number,The method contains a magic number: 2,76
h2database,org.h2.test.synth,TestFuzzOptimizations,getRandomCondition,Complex Method,Cyclomatic complexity of the method is 9,142
h2database,org.h2.test.synth,TestFuzzOptimizations,getRandomCondition,Long Parameter List,The method has 5 parameters. ,142
h2database,org.h2.test.synth,TestFuzzOptimizations,getRandomCondition,Magic Number,The method contains a magic number: 4,142
h2database,org.h2.test.synth,TestFuzzOptimizations,getRandomCondition,Magic Number,The method contains a magic number: 3,142
h2database,org.h2.test.synth,TestFuzzOptimizations,getRandomCondition,Magic Number,The method contains a magic number: 2,142
h2database,org.h2.test.synth,TestFuzzOptimizations,getRandomCondition,Magic Number,The method contains a magic number: 2,142
h2database,org.h2.test.synth,TestFuzzOptimizations,testInSelect,Long Statement,The length of the statement "String sql1="SELECT * FROM TEST T WHERE " + column + "+0 "+ "IN(SELECT "+ value+ " FROM TEST I WHERE I."+ compare+ "=?) ORDER BY 1` 2";" is 135.,186
h2database,org.h2.test.synth,TestFuzzOptimizations,testInSelect,Long Statement,The length of the statement "String sql2="SELECT * FROM TEST T WHERE " + column + " "+ "IN(SELECT "+ value+ " FROM TEST I WHERE I."+ compare+ "=?) ORDER BY 1` 2";" is 133.,186
h2database,org.h2.test.synth,TestFuzzOptimizations,testInSelect,Magic Number,The method contains a magic number: 100,186
h2database,org.h2.test.synth,TestFuzzOptimizations,testInSelect,Magic Number,The method contains a magic number: 4,186
h2database,org.h2.test.synth,TestFuzzOptimizations,testInSelect,Magic Number,The method contains a magic number: 3,186
h2database,org.h2.test.synth,TestFuzzOptimizations,testGroupSorted,Complex Method,Cyclomatic complexity of the method is 11,216
h2database,org.h2.test.synth,TestFuzzOptimizations,testGroupSorted,Magic Number,The method contains a magic number: 100,216
h2database,org.h2.test.synth,TestFuzzOptimizations,testGroupSorted,Magic Number,The method contains a magic number: 4,216
h2database,org.h2.test.synth,TestFuzzOptimizations,testGroupSorted,Magic Number,The method contains a magic number: 4,216
h2database,org.h2.test.synth,TestFuzzOptimizations,testGroupSorted,Magic Number,The method contains a magic number: 4,216
h2database,org.h2.test.synth,TestFuzzOptimizations,testGroupSorted,Magic Number,The method contains a magic number: 1000,216
h2database,org.h2.test.synth,TestFuzzOptimizations,testGroupSorted,Magic Number,The method contains a magic number: 3000,216
h2database,org.h2.test.synth,TestFuzzOptimizations,testGroupSorted,Magic Number,The method contains a magic number: 10,216
h2database,org.h2.test.synth,TestFuzzOptimizations,testGroupSorted,Magic Number,The method contains a magic number: 2,216
h2database,org.h2.test.synth,TestFuzzOptimizations,testGroupSorted,Magic Number,The method contains a magic number: 2,216
h2database,org.h2.test.synth,TestFuzzOptimizations,testGroupSorted,Magic Number,The method contains a magic number: 3,216
h2database,org.h2.test.synth,TestFuzzOptimizations,testGroupSorted,Magic Number,The method contains a magic number: 10,216
h2database,org.h2.test.synth,TestFuzzOptimizations,testGroupSorted,Magic Number,The method contains a magic number: 3,216
h2database,org.h2.test.synth,TestFuzzOptimizations,testGroupSorted,Magic Number,The method contains a magic number: 4,216
h2database,org.h2.test.synth,TestFuzzOptimizations,testGroupSorted,Magic Number,The method contains a magic number: 2,216
